p4_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
1,C,68.0,180.0,7.6,71.0,2.2,Northeast,88.6,R,L
0,C,73.0,172.0,7.52,73.0,2.1,West,96.5,R,R
0,C,74.0,220.0,7.06,78.0,2.0,West,102.5,R,R
0,C,74.0,180.0,7.594643115997315,66.0,2.2,Northeast,79.9,R,R
1,C,72.0,180.0,8.02,71.0,2.1,West,87.6,R,L
0,C,73.0,190.0,7.31,77.0,2.1,Northeast,93.3,R,R
1,C,69.0,165.0,7.43,76.0,2.0,Midwest,85.8,R,R
0,C,71.0,170.0,7.15,79.0,1.9,West,93.7,R,R
1,C,75.0,210.0,6.69,85.0,1.8,Midwest,109.8,R,R
0,C,70.0,160.0,6.9,79.0,1.8,South,94.4,R,R
1,C,75.0,225.0,6.77,81.0,2.0,Northeast,98.0,R,R
0,C,74.0,195.0,7.2,76.0,2.0,South,93.6,R,S
0,C,75.0,215.0,7.38,79.0,1.9,South,95.9,R,R
1,C,67.0,165.0,7.22,77.0,1.9,Midwest,91.0,R,R
0,C,74.0,195.0,7.35,79.0,2.0,South,93.8,R,R
1,C,74.0,215.0,7.17,80.0,2.0,Midwest,98.2,R,L
1,C,72.0,172.2,7.27,75.0,2.1,Midwest,88.9,R,L
0,C,74.0,215.0,7.51,77.0,2.0,West,100.1,R,R
0,C,73.0,161.8,7.01,78.0,2.0,South,92.9,R,L
0,C,73.0,205.0,7.45,77.0,1.9,South,97.2,R,R
1,C,72.0,175.0,7.14,77.0,1.9,Midwest,86.3,R,R
0,C,71.0,170.0,7.42,73.0,2.1,South,85.8,R,L
0,C,71.0,210.0,7.38,73.0,2.0,West,95.2,R,R
1,C,70.0,200.0,7.85,77.0,2.0,Northeast,93.6,R,L
1,C,72.0,185.0,7.12,82.0,2.0,West,90.8,R,S
0,C,72.0,180.0,7.38,75.0,2.0,South,91.2,R,R
1,C,70.0,190.0,7.0,74.0,1.9,Midwest,93.0,R,R
0,C,72.0,185.0,7.15,81.0,1.9,Northeast,94.3,R,R
0,C,71.0,196.4,7.19,80.0,1.9,West,91.5,R,R
0,C,73.0,200.0,7.18,81.0,1.9,Midwest,93.1,R,R
1,C,71.0,195.0,7.88,75.0,2.0,Northeast,91.5,R,R
0,C,71.0,210.0,7.37,74.0,2.0,South,91.0,R,R
0,C,71.0,190.0,7.07,81.0,1.9,West,93.3,R,R
0,C,70.0,190.0,7.03,77.0,2.0,South,95.6,R,R
0,C,73.0,215.0,7.57,76.0,2.0,South,93.0,R,R
0,C,69.0,155.0,7.05,75.0,2.1,West,85.1,R,R
1,C,71.0,195.0,7.48,75.0,1.9,South,86.0,R,R
0,C,72.0,190.0,7.55,69.0,2.0,Northeast,91.5,R,R
0,C,71.0,190.0,7.54,84.0,1.9,Midwest,98.1,R,R
1,C,74.0,205.0,7.13,79.0,2.0,Midwest,104.7,R,L
0,C,70.0,165.0,7.75,75.0,2.0,Northeast,86.0,R,R
0,C,74.0,188.5,7.0,83.0,1.9,West,104.2,R,R
0,C,74.0,200.0,6.87,75.0,1.8,West,95.1,R,R
0,C,71.0,192.0,7.52,74.0,2.1,South,90.9,R,R
0,C,71.0,197.0,7.23,72.0,2.2,West,94.0,R,R
0,C,73.0,195.0,6.75,83.0,2.0,West,94.8,R,R
1,C,73.0,225.0,6.56,82.0,1.9,South,102.5,R,R
0,C,71.0,175.0,7.28,73.0,2.0,West,86.5,R,R
1,C,75.0,202.4,7.100480079650879,78.0,1.9,West,97.7,R,S
0,C,69.0,170.0,7.54,76.0,2.0,Northeast,92.3,R,R
0,C,71.0,190.0,6.87,84.0,2.0,South,93.1,R,R
0,C,73.0,195.0,7.296851634979248,77.0,2.0,West,88.19202423095703,R,R
0,C,71.0,185.0,7.41,83.0,1.9,South,97.1,R,R
0,C,71.0,180.0,7.14,76.0,2.1,Northeast,88.4,R,L
0,C,67.0,170.0,7.43,73.0,2.1,South,86.0,R,S
0,C,74.0,213.4,7.4,73.0,2.3,West,94.6,R,R
1,C,75.0,200.0,7.21,82.0,2.0,West,102.2,R,R
0,C,77.0,215.0,7.93,80.0,2.1,South,93.8,R,R
1,C,70.0,195.0,6.78,83.0,1.9,South,94.0,R,R
0,C,74.0,210.0,7.47,80.0,2.0,Northeast,94.3,L,R
0,C,72.0,170.0,7.35,77.0,1.9,Midwest,88.0,R,R
1,C,70.0,190.0,7.05,74.0,2.0,West,96.6,R,R
1,C,71.0,160.0,7.15,73.0,2.1,West,90.0,R,S
0,C,74.0,230.2,7.35,72.0,2.1,Midwest,94.2,R,R
1,C,73.0,195.0,7.090177536010742,79.0,2.0,South,101.5,R,R
0,C,73.0,190.0,7.42,74.0,2.0,West,96.5,R,L
0,C,74.0,208.0,6.96,81.0,2.0,Midwest,97.3,R,R
1,C,76.0,201.3,6.83,84.0,2.0,Northeast,100.1,R,L
1,C,78.0,225.0,6.86,85.0,2.0,South,100.8,R,R
0,C,73.0,180.0,7.0,79.0,2.0,South,93.1,R,L
0,C,71.0,165.0,7.2,77.0,2.0,Midwest,92.2,R,R
0,C,73.0,185.0,7.1,79.0,1.9,Northeast,98.6,R,R
0,C,71.0,195.0,6.94,78.0,2.0,West,100.3,R,R
0,C,71.0,205.0,7.057079315185547,78.0,1.9,South,99.8,R,R
0,C,73.0,175.0,7.16,80.0,2.0,South,88.9,R,L
0,C,71.0,206.0,7.58,76.0,1.9,South,97.4,R,R
1,C,74.0,200.0,7.22,78.0,1.9,South,102.1,R,R
0,C,75.0,200.0,7.53,80.0,1.9,Northeast,92.5,R,R
0,C,72.0,200.0,7.25,77.0,1.9,South,101.6,R,R
0,C,69.0,170.0,7.11,70.0,2.1,West,88.1,R,L
0,C,71.0,188.0,6.6,81.0,1.9,Northeast,96.5,R,R
1,C,72.0,190.0,7.57,75.0,2.0,West,94.8,R,R
0,C,72.0,210.0,7.26,84.0,1.9,Northeast,97.2,R,L
0,C,73.0,215.0,7.26,77.0,1.9,West,98.8,R,R
0,C,70.0,180.0,7.33,78.0,2.0,South,94.4,R,R
0,C,74.0,210.0,7.52,85.0,2.0,Midwest,93.0,R,S
0,C,74.0,212.0,7.72,80.0,2.1,South,95.9,R,R
0,C,69.0,190.0,7.35,80.0,1.9,Northeast,96.7,R,L
0,C,71.0,175.0,7.55,75.0,2.1,South,85.0,R,R
1,C,76.0,225.0,6.76,86.0,2.0,Midwest,102.5,R,R
0,C,72.0,165.0,7.47,78.0,2.0,Northeast,86.9,R,R
0,C,73.0,178.0,7.28,74.0,1.9,Northeast,90.6,R,R
0,C,74.0,182.0,7.06,77.0,2.0,Northeast,96.1,R,L
0,C,73.0,175.0,7.59,79.0,2.0,West,94.85228729248048,R,R
0,C,70.0,182.0,7.21,79.0,2.0,South,97.4,R,R
0,C,73.0,211.0,7.43,72.0,2.1,Northeast,100.3,R,L
0,C,72.0,170.0,6.87,78.0,2.0,South,86.0,R,S
0,C,74.0,210.0,6.98,78.0,1.9,South,104.0,R,R
0,C,70.0,170.0,7.600337505340576,79.0,2.0,Northeast,92.5,R,R
0,C,72.0,210.0,7.92,71.0,2.2,South,87.0,R,R
0,C,73.0,170.0,6.62,74.0,2.0,Northeast,87.0,R,R
0,C,72.0,160.0,7.26,79.0,2.1,South,85.0,R,S
1,C,73.0,185.0,7.02,79.0,1.9,South,92.9,R,R
0,C,71.0,175.0,7.3981194496154785,71.0,2.1,Northeast,91.0,R,R
0,C,70.0,170.0,6.82,79.0,2.0,South,91.4,R,R
0,C,71.0,168.0,3.93,77.0,1.9,Northeast,92.7,R,L
0,C,72.0,210.0,7.19,76.0,2.0,South,97.6,R,L
0,C,74.0,185.0,7.56,69.0,2.0,Northeast,86.8,R,R
1,C,73.0,180.0,7.4,73.0,2.2,South,91.7,R,R
0,C,71.0,175.0,6.91,73.0,2.0,West,92.5,R,R
0,C,74.0,200.0,7.38,79.0,2.1,South,93.6,R,R
0,C,69.0,163.0,7.23,73.0,2.1,Northeast,85.7,R,R
0,C,71.0,174.0,7.06,79.0,2.0,West,99.2,R,R
0,C,76.0,200.0,7.35,81.0,1.9,South,101.2,R,R
1,C,69.0,180.0,7.06,84.0,1.8,Northeast,91.7,R,R
0,C,68.0,170.0,6.67,85.0,1.9,Midwest,99.1,R,R
0,C,75.0,205.0,7.35,80.0,1.9,West,99.3,R,R
0,C,70.0,145.0,7.89,69.0,2.7,Midwest,77.0,R,R
0,C,75.0,183.0,7.06,78.0,2.0,South,96.5,R,R
1,C,74.0,185.0,6.91,85.0,1.9,Midwest,94.7,R,R
1,C,71.0,175.0,7.0,77.0,2.0,South,91.7,R,L
0,C,72.0,185.0,7.28,79.0,1.9,South,98.5,R,S
0,C,73.0,180.0,7.74,73.0,2.1,West,90.9,R,R
0,C,70.0,185.0,7.44,77.0,2.1,West,90.6,R,L
0,C,73.0,185.0,7.15,81.0,2.0,South,95.9,R,L
0,C,72.0,231.1,7.77,84.0,2.0,Northeast,98.1,R,L
0,C,69.0,213.0,7.37,81.0,1.9,South,97.2,R,R
1,C,74.0,196.9,7.92,83.0,2.0,West,99.1,R,R
1,C,74.0,181.4,7.23,82.0,1.9,Northeast,98.3,R,R
0,C,76.0,205.0,7.61,81.0,2.0,South,96.5,R,R
0,C,70.0,165.0,7.42,75.0,2.0,West,96.7,R,R
0,C,75.0,205.0,6.62,79.0,2.0,Northeast,99.1,R,R
0,C,73.0,175.0,7.11,84.0,2.0,Northeast,86.3,R,R
1,C,72.0,220.0,7.21,80.0,1.8,West,102.1,R,S
0,C,72.0,180.0,7.74,71.0,2.2,Northeast,86.0,R,R
0,C,72.0,180.0,7.26,83.0,1.8,South,89.7,R,R
0,C,69.0,190.0,7.38,75.0,2.0,West,99.9,R,R
0,C,74.0,195.0,6.82,82.0,1.9,Midwest,97.1,R,L
0,C,69.0,165.0,6.8,77.0,1.9,South,93.9,R,R
1,C,70.0,185.0,8.0,82.0,1.9,Northeast,91.0,R,R
0,C,71.0,180.0,7.55,79.0,1.9,Midwest,87.9,R,R
0,C,72.0,180.0,7.28,79.0,2.1,Midwest,89.0,R,R
0,C,74.0,215.0,7.5,77.0,2.0,Midwest,97.0,R,R
0,C,71.0,188.0,6.85,80.0,1.9,Midwest,100.6,R,R
1,C,70.0,185.0,7.5,74.0,2.1,West,93.0,R,R
0,C,71.0,183.0,6.96,82.0,1.9,Midwest,97.4,R,L
0,C,72.0,165.0,7.34,77.0,2.0,South,85.1,R,S
0,C,72.0,200.0,7.44,77.0,2.0,South,93.3,R,R
1,C,72.0,205.0,7.33,82.0,2.0,Midwest,93.5,R,L
0,C,75.0,200.0,7.42,81.0,1.9,Midwest,90.0,R,L
0,C,75.0,210.0,7.69,74.0,2.0,West,97.0,R,R
1,C,71.0,200.0,6.76,84.0,1.9,Midwest,99.9,R,R
0,C,74.0,190.0,7.151510238647461,76.0,2.1,West,94.6,R,R
0,C,70.0,173.0,7.43,84.0,1.9,Midwest,101.1,R,R
0,C,70.0,185.0,7.19,76.0,2.0,Midwest,95.6,R,R
1,C,72.0,185.0,7.09,82.0,1.9,South,92.3,R,R
1,C,75.0,225.0,7.1,74.0,2.0,South,95.3,R,R
0,C,75.0,180.0,7.15,77.0,2.0,South,88.0,R,R
0,C,71.0,185.0,7.66,75.0,2.1,South,96.3,R,R
0,C,74.0,181.0,7.01,80.0,2.0,South,95.8,R,R
0,C,72.0,185.0,6.97,84.0,2.0,South,95.1,R,R
0,C,72.0,200.0,7.3,77.0,2.1,South,91.1,R,R
1,C,75.0,195.0,7.56,73.0,2.1,South,96.4,R,R
0,C,69.0,187.2,6.96,77.0,2.0,Midwest,99.3,R,R
1,C,71.0,200.0,7.030189037322998,82.0,2.0,West,101.1,R,R
0,C,71.0,198.0,7.67,69.0,2.2,South,91.0,R,R
0,C,70.0,170.0,6.82,81.0,1.9,Midwest,93.0,R,R
0,C,73.0,160.0,7.134303569793701,79.0,2.0,South,80.0,R,R
0,C,70.0,170.0,6.96,78.0,1.9,South,95.0,R,L
0,C,69.0,166.0,7.4,78.0,1.9,West,94.6,R,R
0,C,69.0,185.0,7.54,78.0,2.0,Northeast,94.3,R,R
0,C,70.0,185.0,7.12,76.0,2.0,South,91.1,R,R
0,C,73.0,183.0,6.96,83.0,2.0,South,98.2,R,R
1,C,73.0,190.0,7.51,77.0,2.2,West,88.7,R,S
1,C,73.0,190.0,7.87,74.0,2.1,West,84.4,R,R
1,C,72.0,212.0,6.5,85.0,1.9,South,100.0,R,R
0,C,72.0,190.0,6.87,79.0,1.9,Midwest,95.9,R,L
0,C,71.0,210.0,6.6,79.0,1.9,South,100.1,R,R
0,C,74.0,195.0,7.66,74.0,2.2,South,93.2,R,L
1,C,72.0,199.3,6.87,83.0,1.9,West,96.6,R,L
1,C,72.0,190.0,7.08,80.0,2.1,Northeast,87.1,R,R
1,C,74.0,196.0,7.195747375488281,78.0,2.0,South,97.4,R,R
1,C,72.0,200.0,6.86,83.0,1.8,South,97.9,R,R
0,C,72.0,180.0,7.33,80.0,1.9,South,97.3,R,R
0,C,71.0,200.0,7.12,73.0,2.0,South,88.0,R,L
1,C,76.0,217.0,7.15,75.0,2.0,West,97.3,R,L
0,C,72.0,180.0,6.85,73.0,2.0,Midwest,91.1,R,R
0,C,71.0,211.0,7.25,82.0,2.0,South,92.8,R,R
0,C,75.0,220.0,7.0,84.0,1.9,Midwest,99.6,R,R
0,C,72.0,185.0,6.8,78.0,1.9,Northeast,96.1,R,L
0,C,73.0,190.0,7.19,81.0,1.9,Midwest,97.1,R,R
0,C,72.0,175.0,6.86,82.0,2.2,South,91.0,R,R
0,C,72.0,180.0,7.49,74.0,2.1,Midwest,86.3,R,R
0,C,73.0,195.0,7.81,75.0,2.0,West,95.4,R,R
0,C,73.0,200.0,7.33,87.0,1.9,Midwest,100.1,R,R
0,C,70.0,140.0,7.35,72.0,2.2,South,86.0,R,L
1,C,74.0,200.0,7.3,74.0,2.1,Northeast,93.5,R,R
0,C,72.0,150.0,7.27,80.0,2.0,South,88.7,R,R
0,C,72.0,192.0,7.09,79.0,2.0,Northeast,97.4,R,R
0,C,74.0,205.0,7.42,75.0,2.0,Northeast,97.2,R,L
0,C,72.0,180.0,7.26,70.0,2.1,West,96.2,R,L
0,C,71.0,180.0,7.53,73.0,2.1,South,92.1,R,L
1,C,68.0,170.0,8.49,67.0,2.2,South,91.92820739746094,R,R
0,C,70.0,200.0,7.33,79.0,1.9,South,96.4,R,R
1,C,68.0,180.0,7.132674694061279,66.0,2.4,Midwest,86.1,R,S
1,C,73.0,200.0,6.61,84.0,1.9,Midwest,97.4,R,R
0,C,73.0,195.0,7.0,74.0,2.0,West,97.9,R,R
0,C,71.0,195.0,6.75,77.0,2.0,South,94.3,R,S
1,C,74.0,195.0,7.15,79.0,2.0,South,100.7,R,S
0,C,72.0,200.0,7.7,74.0,2.0,West,89.3,R,L
1,C,72.0,185.0,7.69,77.0,2.0,Northeast,90.9,R,R
0,C,69.0,170.0,7.4,72.0,2.2,South,91.8,R,R
0,C,69.0,180.0,7.61,79.0,2.0,South,95.3,R,L
0,C,70.0,185.0,7.01,79.0,2.0,Midwest,100.3,R,R
0,C,74.0,200.0,8.02,82.0,2.0,Northeast,92.1,R,R
0,C,73.0,230.0,7.77,79.0,2.0,West,96.2,R,R
1,C,69.0,160.0,6.91,82.0,1.9,Midwest,96.9,R,S
0,C,73.0,256.6,7.81,76.0,2.1,South,101.9,R,L
0,C,74.0,225.0,7.14,82.0,1.9,South,104.1,R,R
0,C,77.0,190.0,7.44,76.0,2.1,Northeast,95.7,R,R
1,C,73.0,175.0,7.13,81.0,1.9,West,94.9,R,S
1,C,71.0,193.3,7.44,82.0,2.0,West,98.1,R,R
1,C,72.0,190.0,6.95,77.0,2.0,West,98.4,R,R
0,C,70.0,175.0,6.99,75.0,2.0,West,79.0,R,R
0,C,72.0,170.0,7.09,80.0,1.9,Midwest,93.1,R,R
0,C,73.0,229.0,7.2,85.0,1.9,Midwest,106.4,R,R
0,C,69.0,194.5,7.21,78.0,2.1,Northeast,94.0,R,R
1,C,74.0,200.0,6.78,88.0,1.9,Midwest,99.0,R,L
0,C,69.0,160.0,7.04,81.0,1.9,West,94.0,R,S
0,C,73.0,193.3,6.86,80.0,2.0,South,98.0,R,R
1,C,74.0,205.0,7.21,82.0,1.9,Northeast,100.8,R,R
0,C,76.0,210.0,6.8,79.0,2.0,West,102.3,R,R
0,C,72.0,200.0,6.94,74.0,2.1,South,98.0,R,R
0,C,74.0,210.0,7.68,76.0,2.2,South,101.1,R,L
1,C,72.0,200.0,6.94,74.0,2.1,South,98.0,R,R
0,C,72.0,190.0,7.16,75.0,2.0,South,96.2,R,R
0,C,76.0,210.0,7.28,82.0,2.0,Northeast,97.0,R,R
1,C,78.0,215.0,6.76,84.0,2.0,West,104.3,R,R
1,C,71.0,165.0,7.16,80.0,2.0,South,91.1,R,R
0,C,73.0,190.0,6.71,82.0,2.0,Northeast,98.8,R,R
0,C,75.0,216.7,6.97,84.0,1.9,Midwest,103.9,R,R
1,C,69.0,195.0,7.04,81.0,2.0,Midwest,92.7,R,R
0,C,72.0,185.0,7.02,76.0,1.9,Northeast,98.4,R,R
1,C,72.0,200.0,6.85,79.0,2.0,South,100.7,R,R
0,C,72.0,225.0,6.92,76.0,2.0,South,95.0,R,R
0,C,74.0,175.0,6.84,80.0,1.9,Midwest,97.0,R,R
1,C,73.0,221.8,6.76,83.0,1.9,South,107.0,R,R
0,C,69.0,175.0,7.68,75.0,2.0,Northeast,89.0,R,L
1,C,73.0,215.0,7.0,80.0,2.0,Midwest,104.0,R,L
1,C,74.0,205.0,7.2,82.0,2.0,Midwest,99.5,R,R
0,C,74.0,175.0,7.19,76.0,2.0,South,97.3,R,R
0,C,72.0,225.0,7.32,75.0,2.0,South,98.6,R,L
1,C,74.0,210.0,7.31,81.0,2.0,West,101.6,R,L
1,C,73.0,193.0,7.14,81.0,1.9,South,102.9,R,R
1,C,72.0,195.0,7.11,83.0,2.0,Northeast,100.1,R,L
1,C,69.0,175.0,7.47,73.0,2.0,South,95.9,R,R
0,C,70.0,200.0,7.4,75.0,1.9,Midwest,94.0,R,R
1,C,74.0,233.3,7.19,84.0,2.0,Midwest,100.3,R,R
0,C,70.0,185.0,6.82,82.0,2.0,Northeast,92.6,R,R
1,C,73.0,195.0,7.04,76.0,2.0,South,91.0,R,R
1,C,73.0,195.0,7.21,78.0,2.0,West,90.9,R,R
0,C,75.0,220.0,7.07,80.0,1.9,Northeast,98.9,R,R
0,C,73.0,195.0,7.259278774261475,77.0,2.0,South,94.0,R,R
0,C,75.0,225.0,7.39,81.0,2.0,Northeast,100.6,R,R
0,C,71.0,170.0,7.13,82.0,2.0,South,93.5,R,R
1,C,77.0,220.0,7.36,80.0,2.1,South,102.1,R,R
0,C,74.0,195.0,7.32,77.0,1.9,Midwest,94.2,R,R
1,C,73.0,195.0,7.28,82.0,2.0,West,97.8,R,R
0,C,73.0,180.0,7.51,79.0,2.0,South,97.9,R,L
0,C,72.0,200.0,7.02,79.0,2.0,Midwest,93.0,R,L
0,C,71.0,190.0,7.69,75.0,2.1,Midwest,97.8,R,R
0,C,73.0,190.0,7.22,82.0,1.9,South,95.7,R,R
0,C,69.0,181.2,6.99,78.0,2.0,Midwest,94.4,R,R
1,C,70.0,205.0,7.06,80.0,1.9,Midwest,105.0,R,R
1,C,72.0,214.0,7.37,80.0,2.0,South,99.0,R,R
0,C,75.0,230.0,6.85,85.0,1.9,Northeast,98.8,R,R
0,C,73.0,215.0,7.25,83.0,2.0,Midwest,100.1,R,R
0,C,73.0,215.0,6.96,82.0,2.1,Northeast,101.1,R,R
0,C,76.0,210.0,7.028509140014648,77.0,2.0,South,95.0,R,L
1,C,73.0,185.0,7.32,82.0,1.9,Midwest,92.7,R,R
1,C,72.0,210.0,7.21,83.0,1.9,South,105.7,R,R
1,C,72.0,170.0,6.66,80.0,1.9,Northeast,95.5,R,R
0,C,70.0,163.0,7.49,80.0,1.8,South,81.0,R,R
0,C,75.0,225.0,7.72,78.0,2.1,South,96.0,R,R
0,C,73.0,220.0,7.94,80.0,2.0,Midwest,99.0,R,R
0,C,72.0,175.0,7.1,80.0,1.9,South,83.0,R,R
0,C,68.0,175.0,6.94,77.0,2.0,Midwest,99.3,R,L
0,C,70.0,190.0,6.99,80.0,1.9,South,98.7,R,R
0,C,69.0,185.0,7.094708442687988,79.0,2.0,South,90.0,R,R
1,C,74.0,195.0,6.9,76.0,2.0,South,99.3,R,L
0,C,74.0,210.0,7.12,76.0,2.0,Northeast,95.5,R,S
0,C,76.0,190.0,7.33,73.0,2.3,Midwest,89.9,R,R
0,C,72.0,165.0,7.17,71.0,2.0,South,84.9,R,R
1,C,73.0,200.0,6.78,80.0,1.9,South,97.1,R,L
1,C,65.0,140.0,7.23,73.0,2.1,West,83.4,R,R
0,C,71.0,178.6,7.07,83.0,1.9,Northeast,97.1,R,L
1,C,70.0,190.0,6.98,79.0,2.0,West,93.7,R,R
0,C,74.0,215.0,7.45,74.0,2.1,Northeast,95.1,R,L
0,C,69.0,185.0,7.2,82.0,1.9,Midwest,95.0,R,S
0,C,72.0,186.0,7.15,78.0,2.0,South,94.6,R,R
0,C,74.0,200.0,6.95,82.0,1.9,Midwest,94.4,R,R
0,C,72.0,190.0,6.82,79.0,1.9,Midwest,90.5,R,R
0,C,74.0,187.0,7.32,82.0,2.0,South,93.1,R,R
0,C,73.0,195.0,7.54,80.0,2.0,Northeast,96.9,R,R
1,C,72.0,180.0,7.15,81.0,1.9,South,101.4,R,R
0,C,68.0,180.0,7.21,74.0,2.1,Midwest,93.0,R,R
1,C,70.0,185.0,8.43,66.0,2.4,Midwest,83.0,R,R
0,C,73.0,200.0,7.26,82.0,1.9,Midwest,93.0,R,R
0,C,74.0,200.0,7.0,80.0,1.9,Midwest,100.0,R,S
0,C,68.0,185.0,7.5,73.0,2.0,Northeast,86.0,R,R
0,C,74.0,195.0,7.36,76.0,2.0,Midwest,97.1,R,R
0,C,70.0,195.0,6.95,79.0,1.9,Midwest,98.0,R,R
0,C,72.0,175.0,7.01,79.0,1.9,South,91.0,R,R
0,C,70.0,190.0,7.31,75.0,2.0,Midwest,93.9,R,R
1,C,71.0,183.6,6.88,82.0,1.9,South,93.9,R,R
